stove_details_name,details_manu,details_web,details_tiers_eff_num,details_tiers_safe_num,details_tiers_co_num,details_tiers_pm_num,details_tiers_iwa_ie_num,stove_life,pot_rec,pot_cap,stove_feed,stove_food_common,stove_price,stove_dimensions,stove_weight,stove_assembly_materials,iso_co_val,iso_co_sd,iso_co_num,iso_co_date,iso_co_fuel,iso_pm_val,iso_pm_sd,iso_pm_num,iso_pm_date,iso_pm_fuel,iso_eff_char_val,iso_eff_char_sd,iso_eff_char_num,iso_eff_char_date,iso_eff_char_fuel,iwa_co_val,iwa_co_sd,iwa_co_num,iwa_co_date,hp_co_fuel,iwa_pm_val,iwa_pm_sd,iwa_pm_num,iwa_pm_date,hp_pm_fuel,iwa_co_low_val,iwa_co_low_sd,iwa_co_low_num,iwa_co_low_date,lp_co_fuel,iwa_pm_low_val,iwa_pm_low_sd,iwa_pm_low_num,iwa_pm_low_date,lp_pm_fuel,iwa_eff_val,iwa_eff_sd,iwa_eff_num,iwa_eff_date,hp_eff_fuel,stove_feed_min,stove_feed_max,stove_feed_average,stove_price_min,stove_price_max,stove_price_average,iso_co_sd_min,iso_co_sd_max,iso_co_sd_average,iso_pm_sd_min,iso_pm_sd_max,iso_pm_sd_average,iso_eff_char_sd_min,iso_eff_char_sd_max,iso_eff_char_sd_average,iwa_co_sd_min,iwa_co_sd_max,iwa_co_sd_average,iwa_pm_sd_min,iwa_pm_sd_max,iwa_pm_sd_average,iwa_co_low_sd_min,iwa_co_low_sd_max,iwa_co_low_sd_average,iwa_pm_low_sd_min,iwa_pm_low_sd_max,iwa_pm_low_sd_average,iwa_eff_sd_min,iwa_eff_sd_max,iwa_eff_sd_average
Enki Stove Wild,Enki Stove srl,http://www.enkistove.com/en/,,,,,,20.0,Both,10.0,2.0-8.0,"grilled meat, grilled fish, boiled rice, pasta",60.0-250.0,22.0/22.0/57.0,3.5,"screwdriver, tongs",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2.0,8.0,5.0,60.0,250.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Purpose (Scode Kuni Mbili) Stove,Sustainable Community Development Services (SCODE),http://www.scode.co.ke,,,,,,5.0,Both,15.0,1.0-6.0,All,12.5-15.0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,6.0,3.5,12.5,15.0,13.75,,,,,,,,,,,,,,,,,,,,,,,,
GloW yaMbao,GloW efficiency off-grid GmbH,http://en.glow-energy.de/,,,,,,5.0,Both,25.0,1.0-10.0,"beans, potatoes, rice, noodles, BBQ, matooke (plantain), yams...",40.0-100.0,300.0/300.0/450.0,4.3,"Recommended: Hammer, pliers, slotted screw driver. For Job-safety gloves",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,10.0,5.5,40.0,100.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,
Apostol Rocket 2016,Bristol Rocket Co.,http://www.bristolrocket.com/,,,,,,10.0,Both,5.0,1.0-5.0,Any,190.0-226.0,380.0/380.0/534.0,9.3,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,5.0,3.0,190.0,226.0,208.0,,,,,,,,,,,,,,,,,,,,,,,,
Prime Cylindrical,Prime Cookstoves,http://www.primestoves.com/,,,,,,2.0,Flat bottom,,,,30.0-30.0,245.0/245.0/360.0,3.5,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,
Ngufu Stove,Geni Green Solutions (GGS) Ltd.,https://genigreensolutions.com/,,,,,,4.0,Both,15.0,5.0-15.0,"Beans, maize, banana, vegetables",20.0-25.0,320.0/nan/301.0,10.0,"Metal, clay, and insulation",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5.0,15.0,10.0,20.0,25.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,
Graminheet Natural Draft Biomass Cook Stove,Green Vitality Solution Industries,,,,,,,7.0,Round bottom,22.0,5.0-8.0,,13.0-17.0,267.0/267.0/257.0,9.5,Simple hand tools,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5.0,8.0,6.5,13.0,17.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,
GloW yaGesi,GloW efficiency off-grid GmbH,http://en.glow-energy.de/,,,,,,5.0,Both,25.0,1.0-10.0,"beans, potatoes, rice, noodles, BBQ, matooke (plantain), yams...",35.0-90.0,300.0/300.0/405.0,3.7,"Recommended: Hammer, pliers, slotted screw driver. For Job-safety gloves",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,10.0,5.5,35.0,90.0,62.5,,,,,,,,,,,,,,,,,,,,,,,,
Salama Stove,Rokim Group Limited,http://www.rokimgroup.co.ke/,,,,,,10.0,Flat bottom,9.0,3.0-12.0,"Ugali, Githeri, Vegetables, Rice, Porridge",65.0-80.0,445.0/445.0/410.0,50.0,"Stainless and Galvanized Steel, Pumice and Ceramic",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,3.0,12.0,7.5,65.0,80.0,72.5,,,,,,,,,,,,,,,,,,,,,,,,
Gordon Rocket Stove,Gordon Rocket Company,http://www.gordonrocketcompany.com/,,,,,,50.0,Flat bottom,4.0,1.0-20.0,Bread and roasts in oven. Boiled or pressure cooked or fry on main burner. Barbecue on Grill top.,300.0-500.0,430.0/254.0/650.0,18.0,150mm by 75mm Steel or Aluminum Tube 5mm wall - 1965mm total length with 90º and 45º cuts LEG - 5mm x 50mm Strap - 1140mm total PLATES - 6mm x 70 - 200mm total,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,20.0,10.5,300.0,500.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,
Red Fire Pot (RFP),Locally manufactured,,,,,,,1.0,Both,10.0,7.0-15.0,Rice and Traditional Liberian soup,15.0-17.0,400.0/400.0/300.0,4.42,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,7.0,15.0,11.0,15.0,17.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
Scode KCJ,Sustainable Community Development Services (SCODE),http://www.scode.co.ke,,,,,,4.0,Both,10.0,1.0-6.0,,12.5-15.0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,6.0,3.5,12.5,15.0,13.75,,,,,,,,,,,,,,,,,,,,,,,,
Ludeé,"Global Transporte Industria Servicio, S.A. de C.V.",http://global-tis.com/,,,,,,5.0,Round bottom,20.0,1.0-6.0,"arroz, frijol, maíz, tortillas, etc.",,800.0/500.0/240.0,50.0,un piso nivelado; a level floor,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,6.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAMA 1610,"Gamadaric, Lda",,,,,,,6.0,Both,5.0,,,,260.0/248.0/280.0,5.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brick Wok Stove with Chimney- Northern China,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMA Rocket stove,Community Habitat Environmental Management (CHEMA),http://www.ingenieure-ohne-grenzen.org/de/Regionalgruppen/Berlin/Projekte/Effizientes-Kochen-in-Tansania-EfKoiTa,,,,,,3.0,Both,10.0,3.0-6.0,Rice and Beans,10.0-15.0,300.0/300.0/400.0,20.0,"Bricks with charcoal powder, metal sheets, rivets",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,3.0,6.0,4.5,10.0,15.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,
EfCoiTa Institutional TLUD stove,Community Habitat Environmental Management (CHEMA),http://www.ingenieure-ohne-grenzen.org/de/Regionalgruppen/Berlin/Projekte/Effizientes-Kochen-in-Tansania-EfKoiTa,,,,,,,Both,150.0,15.0-30.0,Rice and Beans,200.0-250.0,660.0/660.0/600.0,50.0,"Metal sheets, welding machine",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,15.0,30.0,22.5,200.0,250.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,
Rua,Locally manufactured,,,,,,,3.0,Flat bottom,,1.0-6.0,Asian meals that cook in under 40 minutes,16.0-20.0,300.0/300.0/450.0,3.0,Stainless steel cutting and wielding capabilities,,,0,,,,,0,,,,,0,,,9.3,9.3 - 9.3,1,2013.0,Crop residues,,,0,,,,,0,,,,,0,,,17.6,17.6 - 17.6,1,2013.0,Crop residues,1.0,6.0,3.5,16.0,20.0,18.0,,,,,,,,,,9.3,9.3,9.3,,,,,,,,,,17.6,17.6,17.6
South Vietnam High Efficiency Stove - Wood,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moto Stoves,African Christians Organization Network,http://aconetwork.weebly.com/,,,,,,,Both,5.0,,"Ugali,beans and maize mixture,tea, porrage,rice potatoes,vegetables,arrow roots,and other all sorts of food",25.0-32.0,290.0/120.0/120.0,2.5,flat metal gauge 24 and tinsmith tools,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,25.0,32.0,28.5,,,,,,,,,,,,,,,,,,,,,,,,
Save80 Wing Model,Locally manufactured,,,,,,,20.0,Flat bottom,8.0,8.0-15.0,All food that can be cooked in a pot or a pan,17.0-47.0,360.0/310.0/620.0,4.9,"Local production; prepunched metal sheets imported. Shipped as flat metal sheets, with pots with lids and Wonderboxes, 1600 Save80-8-Liter systems fit into one 40' HC container. Bending and assembly are undertaken locally. Bending can also be completed before shipping if required.",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,46.0,44.3 - 47.7,2,2013.0,Wood,8.0,15.0,11.5,17.0,47.0,32.0,,,,,,,,,,,,,,,,,,,,,,44.3,47.7,46.0
SK14,Essential Equipments,,,,,,,10.0,Both,5.0,8.0-10.0,"Frying, Roasting, Boiling",150.0-250.0,1600.0/1600.0/700.0,28.0,Assembly material provided,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,8.0,10.0,9.0,150.0,250.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,
Chispa Tortillera,Soluciones Apropiadas,http://www.solucionesapropiadas.com/,,,,,,5.0,,,10.0-100.0,Tortillas,280.0-300.0,600.0/600.0/850.0,60.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,10.0,100.0,55.0,280.0,300.0,290.0,,,,,,,,,,,,,,,,,,,,,,,,
Peko Pe,Locally manufactured,,,,,,,10.0,Other,20.0,2.0-20.0,Ugali and Nchima,12.0-15.0,nan/200.0/250.0,2.0,Mild or stainless steel and clay,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2.0,20.0,11.0,12.0,15.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,
Chulika,iSquareD,,,,,,,6.0,Both,,2.0-6.0,,2200.0-2700.0,nan/260.0/220.0,5.73,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2.0,6.0,4.0,2200.0,2700.0,2450.0,,,,,,,,,,,,,,,,,,,,,,,,
Zoom Stove,EcoZoom,http://ecozoomstove.com/,,,,,,3.0,Both,,,"Ugali, roasted meat, porridge, githeri, sukuma wiki, chapati, roasted corn, beans, boiled bananas, potjie",25.0-35.0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,25.0,35.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,
Traditional Indian Mud Stove,Locally manufactured,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Vietnam High Efficiency Stove - Charcoal,,,,,,,,,Both,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoom Jet Economy,EcoZoom,http://ecozoomstove.com/,,,,,,4.0,Both,5.0,1.0-6.0,"Ugali, roasted meat, porridge, githeri, sukuma wiki, chapati, roasted corn, beans, boiled stews, potjie",35.0-40.0,260.0/260.0/190.0,6.0,Instructicons,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,6.0,3.5,35.0,40.0,37.5,,,,,,,,,,,,,,,,,,,,,,,,
Noflaye Jegg,Locally manufactured,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoSun Sport,GoSun Stove,http://www.gosunstove.com,,,,,,10.0,Other pot type,1.6,1.0-2.0,"Baked Goods, Staple Grains, Vegetables",nan-299.0,610.0/130.0/200.0,2.2,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,2.0,1.5,,299.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,
Zoom Jet,EcoZoom,http://ecozoomstove.com/,,,,,,5.0,Both,,4.0-6.0,"Ugali, roasted meat, porridge, githeri, sukuma wiki, chapati, roasted corn, beans, boiled bananas, potjie",40.0-50.0,280.0/280.0/260.0,8.0,screwdriver,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,4.0,6.0,5.0,40.0,50.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,
Traditional cookstove of Angola,Locally manufactured,,,,,,,,,,,Funch and Beans,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoom Versa,EcoZoom,http://ecozoomstove.com/,,,,,,5.0,Both,,4.0-6.0,"Ugali, roasted meat, porridge, githeri, sukuma wiki, chapati, roasted corn, beans, boiled bananas, potjie,",40.0-50.0,260.0/260.0/330.0,11.5,screwdriver,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,4.0,6.0,5.0,40.0,50.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,
Traditional Malawian Mud Stove,Locally manufactured,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulip Clay,Locally manufactured,,,,,,,1.0,Round bottom,,,,,nan/260.0/240.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Save80 Standard,Locally manufactured,,,,,,,15.0,Flat bottom,8.0,2.0-15.0,All food that can be cooked in a pot or a pan,20.0-55.0,360.0/310.0/310.0,3.0,"Normally only metal sheets are shipped. Bending and assembly are undertaken locally. Bending can also be completed before shipping if required. Shipped as flat metal sheets, with pots with lids and Wonderboxes,1600 Save80-8-Liter systems fit into one 40' HC container",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,45.0,45 - 45,1,2013.0,Wood,2.0,15.0,8.5,20.0,55.0,37.5,,,,,,,,,,,,,,,,,,,,,,45.0,45.0,45.0
DA DC-I,Development Alternatives Group (DA Group),http://www.devalt.org/,,,,,,,,,,,,368.0/394.0/292.0,95.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA DC-II,Development Alternatives Group (DA Group),http://www.devalt.org/,,,,,,,,,,,,610.0/635.0/305.0,135.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA Laxmi,Development Alternatives Group (DA Group),http://www.devalt.org/,,,,,,,,,,,,546.0/699.0/191.0,130.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA SARAL,Development Alternatives Group (DA Group),http://www.devalt.org/,,,,,,,,,,,,356.0/356.0/229.0,46.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA Sukhad,Development Alternatives Group (DA Group),http://www.devalt.org/,,,,,,,,,,,,533.0/762.0/292.0,145.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tao Cement,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Briketi EcoStove,Green Bio Energy,http://www.greenbioenergy.org/,,,,,,5.0,Both,20.0,1.0-10.0,Matoke,9.0-11.0,25.0/20.0/30.0,13.0,"Metal, clay",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,10.0,5.5,9.0,11.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
Cocina Portátil,Locally manufactured,,,,,,,,,,,,,1000.0/460.0/830.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apon Chulah,Eco Stories,http://www.ecostoriesbd.com/,,,,,,4.0,Both,,2.0-12.0,"Rice, all kinds of curry, flat bread, tea, etc.",29.0-32.5,nan/274.0/267.0,5.626,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2.0,12.0,7.0,29.0,32.5,30.75,,,,,,,,,,,,,,,,,,,,,,,,
Solar Cookit Stove,Solar Cooking Foundation the Netherlands (SCN),http://www.solarcooking.nl/,,,,,,4.0,Flat bottom,4.0,1.0-4.0,"All vegetables, spagetti, boiled grains, rice, meat (beef, chicken, fish)",13.0-15.0,900.0/230.0/31.0,0.7,"quality cardboard, aluminum foil paper, heat resistant plastic bag, black pan, paint, binding materials",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,4.0,2.5,13.0,15.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,
DA TARA 101,Development Alternatives Group (DA Group),http://www.devalt.org/,,,,,,,,,,,,254.0/254.0/216.0,2.1,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoom Dura,EcoZoom,http://ecozoomstove.com/,,,,,,5.0,Both,,4.0-6.0,"Ugali, roasted meat, porridge, githeri, sukuma wiki, chapati, roasted corn, beans, boiled bananas, potjie",30.0-40.0,240.0/240.0/330.0,8.0,screwdriver,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,4.0,6.0,5.0,30.0,40.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,
AFEE- 1,Locally manufactured,,,,,,,3.0,Both,10.0,1.0-10.0,Almost all type of Filipino food,40.0-45.0,33.0/24.0/12.0,5.5,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,10.0,5.5,40.0,45.0,42.5,,,,,,,,,,,,,,,,,,,,,,,,
COOK UP INOX,ID COOK / SUNITED,http://www.idcook.com,,,,,,10.0,Round bottom,6.0,3.0-5.0,"rice, vegetables, meat",160.0-210.0,72.0/125.0/130.0,7.5,"solar reflector, metal tubes",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,3.0,5.0,4.0,160.0,210.0,185.0,,,,,,,,,,,,,,,,,,,,,,,,
VIRE Stove,"VIRE Outdoors Solutions, Ltd.",www.virestove.com,,,,,,3.0,Flat bottom,5.0,1.0-5.0,any type,60.0-90.0,300.0/230.0/300.0,1.5,The product is supplied ready for assembling.,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,5.0,3.0,60.0,90.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,
Mbabula,Youth Action for Development,http://www.youthactiondevelopment.webs.com/,,,,,,,Both,,,All types of staple foods,25.0-50.0,500.0/1000.0/250.0,15.0,Clay and metal,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,25.0,50.0,37.5,,,,,,,,,,,,,,,,,,,,,,,,
Zoom Plancha,EcoZoom,http://ecozoomstove.com/,,,,,,5.0,Flat bottom,,4.0-6.0,"Tortillas, beans, soup, eggs, meat",100.0-130.0,550.0/450.0/330.0,36.0,screwdriver,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,4.0,6.0,5.0,100.0,130.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,
Zoom Relief,EcoZoom,http://ecozoomstove.com/,,,,,,2.0,Both,,4.0-6.0,"Ugali, roasted meat, porridge, githeri, sukuma wiki, chapati, roasted corn, beans, boiled bananas, potjie",20.0-30.0,260.0/260.0/300.0,8.0,screwdriver,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,4.0,6.0,5.0,20.0,30.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
Jiko Smart Wood,Locally manufactured,,,,,,,5.0,Both,10.0,,Most Kenyan cuisine,20.0-22.0,,22.5,"Ceramic liner, vermiculite, ceramic clay, mortar, metal sheet, bar rods",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,20.0,22.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,
NorthFire Optimized Cooking Stove NF101,NorthFire Technology,http://northfire.technology/,,,,,,5.0,Both,10.0,2.0-7.0,"Stew, Rice, most",nan-50.0,243.0/108.0/265.0,1.3,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2.0,7.0,4.5,,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
NIRMAL-Domestic,Tanu Solutions Private Ltd,http://www.tanusolutions.in/,,,,,,,Both,20.0,6.0-12.0,"rice, roti, etc",15.0-20.0,280.0/240.0/280.0,,metal,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,6.0,12.0,9.0,15.0,20.0,17.5,,,,,,,,,,,,,,,,,,,,,,,,
Estufa Hiteca Plancha,Soluciones Apropiadas,http://www.solucionesapropiadas.com/,,,,,,,Both,,,,150.0-150.0,950.0/870.0/280.0,85.0,The stove is pre-assembled,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,150.0,150.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,
Inkawasi TAWA,Locally manufactured,,,,,,,5.0,,,,,,1000.0/600.0/900.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sakkanal,Locally manufactured,,,,,,,2.0,,,,,,nan/340.0/470.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shielded Fire Stove with Bypass Air Inlet (One-Pot),Locally manufactured,,,,,,,2.0,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shielded Fire Stove with Shelf (One-Pot),Locally manufactured,,,,,,,2.0,,,,,,,,Construction manual: www.aprovecho.org/lab/rad/rl/stove-design/doc/21/raw,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Éclair,Locally manufactured,,,,,,,2.0,Both,,,,,nan/380.0/255.0,,Construction manual: https://energypedia.info/index.php/File:GIZ_Werner_Stove_Eclair_Manual_Benin_fra.pdf,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casamiga Cookstove,Locally manufactured,,,,,,,,Flat bottom,20.0,6.0-12.0,Basic home food and baking,20.0-50.0,400.0/400.0/500.0,4.9,"metal sheeting, angle line metal, round pipe metal, steel rope",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,6.0,12.0,9.0,20.0,50.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,
Air Blower CCS 922B,Sukuni Renewables Company,http://www.sukuni.gnbo.com.ng/,,,,,,,Flat,,,"small amounts of rice, porridge, beans, water, soups",4.0-7.0,320.0/200.0/180.0,0.6,"Recycled steel sheets, locally made ceramic pots, nails, nuts, wires, springs, paint, electric motor, metal working tools including; hammers, cutters, filers, furnace, hand drill",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,4.0,7.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,
CCSD9,Sukuni Renewables Company,http://www.sukuni.gnbo.com.ng/,,,,,,,Flat,,,"rice, porridge, stews, beef",12.0-15.0,580.0/200.0/240.0,0.9,"recycled steel sheets, locally made ceramic pots, nails, nuts, wires, springs, paint, electric motor, metal working tools including; hammers, cutters, filers, furnace, hand drill",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,12.0,15.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,
Ecostufa - OLDER MODEL,Ecostufa - Mexico,http://www.ecostufa.com.mx/,,,,,,9.0,Both,20.0,7.0-12.0,"beans, rice, tortillas, chicken soup, tamales, etc...",,850.0/510.0/900.0,50.0,No tools are required. The design of the ecostufa allows the owner to do it using only their own hands.,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,7.0,12.0,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advent,Advent Technologies,,,,,,,,,,,,,220.0/220.0/350.0,4.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 Star Stove Upgrade,5 Star Stoves,http://5starstoves.com/,,,,,,5.0,Both,20.0,4.0-6.0,,,,,Parts shipped and assembled on site.,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,4.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
